,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Engine_Size,Odometer_Reading,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Days_since_last_service,Warranty Days remaining,Transmission_Type_Manual,prob,prediction
1309,32333.43366,1,0,7,1500,94390.83243,2,26655.49374,3,0,11.28175118,2,2,519,216,False,0.17785533436936302,0
2985,52155.38432,1,3,2,1000,110665.754,0,24656.77827,6,1,16.86831479,0,0,411,275,False,0.9891780303030303,1
994,46720.25085,2,0,2,800,124254.0958,1,16476.52828,4,3,10.50851832,0,1,451,135,True,0.1005954203497741,0
464,65405.33195,2,3,2,800,12783.70997,1,20216.49871,8,1,18.72978803,1,1,378,73,False,0.28569028199397795,0
2005,37736.71843,1,3,10,1000,72972.17924,0,28125.99979,10,0,13.49488549,2,0,415,-17,True,0.9781797438672438,1
2813,33348.82792,1,4,4,2000,117689.5518,1,9559.952685,4,0,20.18654972,2,1,494,-80,True,0.9384641330891335,1
2855,49560.62557,0,2,4,800,98175.83713,0,4934.026413,6,1,19.91739153,1,2,524,1,False,0.5834916165383465,1
2186,37280.5811,0,1,7,800,123991.4492,0,21440.23819,6,1,16.13982356,2,2,540,379,True,0.12020322385947389,0
3155,34113.18599,1,5,9,1500,35001.69263,1,10406.04822,5,1,19.57386666,0,2,416,478,False,0.9512290452602954,1
1338,53091.90995,2,0,5,1000,141798.5257,2,29047.40262,5,0,12.6053666,1,2,296,480,True,0.23418051578465582,0
212,68284.59344,2,1,3,2000,55793.57901,2,27902.34886,9,1,15.71110824,0,1,350,273,True,0.12458298564180914,0
1036,40140.06594,2,1,4,1000,117172.1284,0,5556.571925,5,2,16.53505219,1,1,549,382,True,0.20745880614604956,0
3438,37156.01219,1,4,8,1500,83361.35438,1,17820.47697,6,2,19.32553758,0,1,286,230,False,0.964005608974359,1
900,36483.21096,0,1,1,2000,55531.94888,2,15583.81688,4,3,19.42738099,0,1,552,104,False,0.1526480412432426,0
2011,76718.88694,1,2,8,1000,133830.9645,2,16292.08669,8,0,10.21804682,1,0,553,193,True,0.9065758106272811,1
1330,66563.14774,2,3,9,2500,41023.03489,2,28945.37518,7,2,14.50882237,0,1,254,511,True,0.4594210304229653,0
741,35583.82677,1,2,5,1000,4247.465563,0,5500.3914,8,1,12.85574581,0,1,565,-100,False,0.283853346612538,0
3121,33911.95885,1,3,7,800,143559.9582,0,18743.06721,3,2,16.83382516,2,1,574,464,True,0.6610737283549786,1
2754,75029.25641,2,1,10,2500,92243.84135,0,7126.754096,10,0,12.59787533,0,0,539,-144,False,0.9325254329004327,1
2827,69518.29811,0,3,7,2000,28801.82261,0,17789.50063,8,3,19.66174545,2,1,511,221,True,0.9572279491341992,1
509,71535.4266,1,2,10,1000,84067.82158,1,14204.70874,4,0,16.09822125,2,2,514,160,False,0.22022089282080984,0
597,78014.27081,2,1,1,2500,136652.9021,2,9390.565043,3,3,13.08990141,0,1,522,329,True,0.15983804075396577,0
2689,33318.16081,0,4,3,800,49528.69591,1,21065.5785,4,3,17.44811294,1,0,294,359,False,0.9966212121212122,1
981,48940.88365,2,3,2,1500,37537.14783,0,6385.251835,2,1,17.78295783,2,1,409,366,False,0.1931936856213552,0
2825,30637.03539,0,5,9,1500,131532.2875,0,12887.05793,1,3,12.59720363,2,0,377,71,False,0.9948214285714286,1
3125,43918.76068,0,2,1,800,80227.85047,0,7859.073196,7,1,13.81222842,1,1,544,415,False,0.5906730536620243,1
518,62101.65303,1,0,2,2000,140832.835,2,7926.40833,1,3,20.39695001,2,2,317,109,True,0.2697138886440356,0
2758,47373.98766,1,4,6,1000,71105.81371,2,11905.68437,4,2,16.90322174,0,2,498,-180,False,0.9291113908558764,1
767,49986.77431,0,0,6,2500,68765.49208,1,12044.58786,1,2,16.0296688,0,1,473,329,True,0.09195555792246965,0
2356,31936.26169,2,0,8,1000,45513.29011,1,21706.18391,8,3,11.79830085,2,0,510,433,True,0.9693421474358973,1
2302,56089.90453,2,0,8,1500,24780.35534,2,22589.04809,8,1,11.52294797,2,0,262,35,True,0.9389490127927629,1
123,59661.17849,1,2,3,2500,90965.29332,2,26317.2319,7,2,12.97584027,0,1,461,275,False,0.3108687311463046,0
1656,61131.43447,0,3,9,2000,21286.83328,2,12739.04446,7,0,9.519520187,1,0,467,366,True,0.9719967185592185,1
2509,49891.94201,0,5,5,1500,129333.4482,0,20797.2301,9,1,18.02199444,2,0,521,334,True,0.9987012987012985,1
819,59855.65175,0,1,8,2500,4318.091304,0,10162.20909,2,1,18.23595641,0,2,392,395,True,0.20394529875654105,0
100,42346.43331,2,3,7,1000,26299.57237,2,27336.35542,1,2,15.52255285,1,1,501,-170,False,0.25305958488321123,0
3122,34940.55694,1,1,6,1500,92779.34737,2,27628.58916,8,0,15.55095386,2,0,277,294,False,0.9528304854867354,1
3280,56461.31648,2,3,2,2000,101060.3339,0,10870.28979,8,3,10.84023912,0,1,330,153,False,0.7281142543494519,1
2709,37404.78667,0,0,2,2000,45883.76893,2,29677.44092,6,1,14.39216208,1,2,503,218,False,0.2264440345194022,0
3102,63857.15373,1,1,7,800,121755.3297,2,15829.75685,5,3,11.53019611,0,0,240,226,False,0.9638177551615051,1
1103,82620.47755,0,1,3,2000,29645.13516,1,15153.68985,2,2,15.9735648,2,1,353,76,True,0.11471756179621898,0
1315,77113.00454,2,1,6,1500,128244.7262,0,24030.00709,4,0,17.56385239,2,1,450,-59,False,0.10229327843050669,0
2623,39748.72334,0,5,2,1000,64059.77113,0,25342.48959,3,1,13.15706991,2,2,360,-84,True,0.9762393162393163,1
2840,40591.19926,0,2,10,2000,88691.98764,0,10472.44211,7,3,15.22480614,1,1,432,475,True,0.665222224670754,1
1948,44714.44449,2,0,6,1500,17226.00018,1,11673.76531,1,0,13.44201764,2,0,471,312,False,0.9626883012820514,1
1897,60095.70515,0,1,9,800,144469.7856,0,26951.15266,9,3,11.039248,1,0,416,-127,True,0.9758195207570209,1
3182,73022.66045,1,1,8,2500,18289.17037,1,23549.20921,9,1,13.3600942,0,0,400,-32,True,0.9349042828086946,1
982,75131.19241,0,0,4,1000,127962.0875,1,6058.111562,4,1,12.41668285,0,2,281,-104,False,0.1871524357994948,0
456,46405.34955,2,2,10,2500,119504.0898,1,11395.62677,10,1,11.51540835,2,1,392,62,True,0.24137351884226896,0
2646,41998.89697,0,1,10,2500,19105.97208,0,26119.61121,4,1,17.35094708,1,0,449,141,True,0.9304152097902099,1
2525,49228.70853,0,5,5,2500,118171.8529,1,10624.70856,6,3,10.37319987,1,0,536,295,False,0.995,1
381,51174.85968,1,0,4,2500,125624.3105,2,15342.47582,2,3,14.8354995,1,1,276,-94,True,0.09017643916540977,0
3310,48968.23774,0,3,9,2500,102650.5545,1,27045.56842,1,0,10.84039783,1,2,440,-65,True,0.8685287240172108,1
1499,45363.85762,2,2,7,1000,43648.52096,0,22957.67203,5,2,17.15690389,1,1,574,242,True,0.1765909901543682,0
2176,55848.39296,2,3,6,800,130559.2833,1,21376.82547,9,2,11.36315143,0,1,533,358,False,0.7326073494144313,1
1010,71741.07769,2,1,3,1500,15530.2477,0,19521.83886,10,0,12.27825954,1,1,298,11,False,0.2842009546610941,0
3504,77301.34408,1,4,5,1000,128138.7175,0,17459.77082,4,3,19.31138109,0,2,475,371,False,0.9668830336330335,1
3259,72851.44778,0,3,2,2500,32825.4411,1,11795.4269,8,3,13.11841017,2,2,280,162,False,0.9682743367743367,1
662,49317.68254,2,0,10,800,116859.1853,0,10800.49734,1,3,20.03793643,1,2,310,73,False,0.1713626755189256,0
1345,55155.95045,2,2,1,1000,127108.0522,2,14211.82972,1,2,18.02489642,0,2,559,-114,True,0.17419367095537763,0
3008,59317.83633,1,2,3,2500,35271.35595,2,25665.18799,7,2,18.06736019,2,0,492,126,True,0.9642868889151786,1
3215,39747.76291,1,3,8,1000,52522.14197,0,18597.30892,3,1,16.25620565,1,1,348,12,True,0.8703852249723961,1
1426,71933.70577,0,1,6,1000,72438.29525,0,11474.44695,3,1,19.8015354,0,1,452,416,True,0.14396928601369394,0
2582,62017.94799,2,5,7,1000,90496.69027,0,19524.60355,3,1,19.11462434,2,1,289,259,False,0.9664243395493396,1
3264,65553.86075,1,4,10,1000,2473.589137,2,23968.62076,9,1,13.27283964,1,1,251,-8,False,0.9346124882062382,1
2704,43232.27534,0,5,10,2500,105440.9795,2,21210.10968,8,1,19.04975227,1,1,509,-84,True,0.9746354166666665,1
1873,56272.67396,1,5,7,800,140805.3203,2,12715.85143,8,1,9.758170328,0,1,534,-69,True,0.8913575795119912,1
845,43964.76805,0,0,6,1500,37669.58428,1,22263.34674,9,1,19.31804451,0,2,309,354,False,0.19802596463993521,0
542,66674.89452,2,3,1,2500,142571.2438,1,21596.15841,5,2,16.7231801,2,2,263,229,False,0.3818861316272307,0
2023,57814.6558,0,3,9,800,18333.70442,2,13399.59282,10,3,18.61828458,0,1,487,42,False,0.9451664989959301,1
